"Year","Header","Source","Url"
2017,"К концу 2018 Биткоин будет стоить 50 тыс, а BCH - 20 тыс ...","bitexpert.io","https://bitexpert.io/news/k-kontsu-2018-bitkoin-budet-stoit-50-tys-a-bch-20-tys-bitkoin-kesh-zhdet-rost-v-10-raz/"
2017,"Сколько будет стоить биткоин к концу 2017 года? Ваш прогноз?","hyipstat.top/blog.php?id_n=1152","http://hyipstat.top/blog.php?id_n=1152"
2017,"Цена биткоин в 2018 году. Прогнозы экспертов | Bit.news","bit.news/interesnoe/tsena-bitkoin-v-2018-godu...","https://bit.news/interesnoe/tsena-bitkoin-v-2018-godu-prognozy-ekspertov"
2017,"Где заработать биткоины – новые и лучшие биткоин-краны 2017","mixinvestor.com/gde-zarabotat-bitkoiny-novye-i...","https://mixinvestor.com/gde-zarabotat-bitkoiny-novye-i-luchshie-bitcoin-krani"
2017,"Биткоин краны 2017 которые платят на кошелек","x-inside.ru","https://x-inside.ru/bitkoin-krany-2017-kotorye-platyat/"
2017,"ТОП-5 лучших Биткоин кошельков в 2017 году","zarabotays.ru","http://zarabotays.ru/bitkoin/luchshie-bitkoin-koshelki-2017.html"
2017,"Bitcoin прогноз курса на сегодня 25 декабря 2017 года ...","bitcoin-zone.ru/...kursa-bitkoina-na-25-dekabrya-2017-goda","http://bitcoin-zone.ru/prognoz-kursa-bitkoina-na-25-dekabrya-2017-goda/"
2017,"Прогноз цены Биткоина на 2017 год от 11 лидеров индустрии","coinspot.io/news/breaking-news/prognoz-ceny...","https://coinspot.io/news/breaking-news/prognoz-ceny-bitkoina-na-2017-god-ot-11-liderov-industrii/"
2017,"Биткоин сошел с ума в 2017 году: вот что произошло, когда ...","logincasino.com/article/bitkoin-soshel-s-uma-v...","https://logincasino.com/article/bitkoin-soshel-s-uma-v-2017-godu-vot-chto-proizoshlo-kogda-valyta-virosla-bolee-chem-na-1000-22033.html"
2017,"Биткоин прогноз на 2017 - YouTube","www.youtube.com/watch?v=F0ntj5aQJPY","https://www.youtube.com/watch?v=F0ntj5aQJPY"
2017,"Курс биткоина график за все время: динамика с 2008 по 2017 год","coinnet.ru/obzory/grafik-kursa-bitkoina.html","https://coinnet.ru/obzory/grafik-kursa-bitkoina.html"
2017,"Биткоин краны - заработок ... - X-INSIDE.ru","x-inside.ru/bitkoin-krany","https://x-inside.ru/bitkoin-krany/"
2017,"Bits.media - Русскоязычный информационный сайт о Биткоин и ...","bits.media","https://bits.media/"
2017,"График курса Bitcoin (Биткоин) за 2017 год | КУРСЫ КРИПТОВАЛЮТ","cryptorate.ru/grafik-kursa-nem-za-2017-god-2","https://cryptorate.ru/grafik-kursa-nem-za-2017-god-2/"
2017,"Динамика курса биткоина с графиком - Курс биткоина к рублю и ...","coinspot.io/charts","https://coinspot.io/charts/"
2017,"Bitcoin, BTC - Курс биткоина к доллару, гривне, рублю, евро","maanimo.com/cryptocurrency/bitcoin","https://maanimo.com/cryptocurrency/bitcoin"
2017,"Еще один прогноз: к концу 2018 года биткоин будет стоить $60 000","bits.media/news/eshche-odin-prognoz-k-kontsu...","https://bits.media/news/eshche-odin-prognoz-k-kontsu-2018-goda-bitkoin-budet-stoit-60-000/"
2017,"К концу 2018 Биткоин будет стоить 50 тыс, а BCH - 20 тыс ...","bitexpert.io","https://bitexpert.io/news/k-kontsu-2018-bitkoin-budet-stoit-50-tys-a-bch-20-tys-bitkoin-kesh-zhdet-rost-v-10-raz/"
2017,"Где заработать биткоины – новые и лучшие биткоин-краны 2017","mixinvestor.com/gde-zarabotat-bitkoiny-novye-i...","https://mixinvestor.com/gde-zarabotat-bitkoiny-novye-i-luchshie-bitcoin-krani"
2017,"1 Биткоин (BTC) в Российских рублях (RUB)","pokur.su/btc/rub/1","https://pokur.su/btc/rub/1/"
2017,"Биткоин в 2018 году: будет ли продолжаться прежний рост","mining-bitcoin.ru","https://mining-bitcoin.ru/news/bitcoin-v-2018"
2017,"Цена биткоин в 2018 году. Прогнозы экспертов | Bit.news","bit.news/interesnoe/tsena-bitkoin-v-2018-godu...","https://bit.news/interesnoe/tsena-bitkoin-v-2018-godu-prognozy-ekspertov"
2017,"Курс Bitcoin | График курса | Биткоин в России","cryptorussia.ru/kurs-bitcoin","https://cryptorussia.ru/kurs-bitcoin"
2018,"Биткоин 2018: Подготовьтесь к веселым горкам | BitExpert: все ...","bitexpert.io","https://bitexpert.io/news/bitkoin-2018-podgotovtes-k-veselym-gorkam/"
2018,"Еще один прогноз: к концу 2018 года биткоин будет стоить $60 000","bits.media/news/eshche-odin-prognoz-k-kontsu...","https://bits.media/news/eshche-odin-prognoz-k-kontsu-2018-goda-bitkoin-budet-stoit-60-000/"
2018,"К концу 2018 Биткоин будет стоить 50 тыс, а BCH - 20 тыс ...","bitexpert.io","https://bitexpert.io/news/k-kontsu-2018-bitkoin-budet-stoit-50-tys-a-bch-20-tys-bitkoin-kesh-zhdet-rost-v-10-raz/"
2018,"Биткоин 2018 - tutdenegki.com","tutdenegki.com/bitkoin-2018","http://tutdenegki.com/bitkoin-2018"
2018,"Биткоин к доллару / прогноз на 2018 биткоина онлайн - YouTube","www.youtube.com/watch?v=7MWL33cyn6M","https://www.youtube.com/watch?v=7MWL33cyn6M"
2018,"Биткоин в 2018 году: будет ли продолжаться прежний рост","mining-bitcoin.ru","https://mining-bitcoin.ru/news/bitcoin-v-2018"
2018,"Цена биткоин в 2018 году. Прогнозы экспертов | Bit.news","bit.news/interesnoe/tsena-bitkoin-v-2018-godu...","https://bit.news/interesnoe/tsena-bitkoin-v-2018-godu-prognozy-ekspertov"
2018,"биткоин краны 2018 - YouTube","www.youtube.com/watch?v=X7ZQexGNwK0","https://www.youtube.com/watch?v=X7ZQexGNwK0"
2018,"Что будет с Биткоин в 2018 году - Proinvest","proinvest.me","https://proinvest.me/bitcoin-chego-jdat-ot-kriptovalyuti-v-2018/"
2018,"Обзор лучших биткоин-кошельков 2018 - PrivatFinance","privatfinance.com/cryptocurrency/koshelki...","https://privatfinance.com/cryptocurrency/koshelki-kriptovalyut/bitkoin-koshelki.html"
2018,"Криптовалюта биткоин прогноз на 2018","биткоин-клуб.рф/kriptovalyuta...","https://xn----9sbb0aalcipi6bt.xn--p1ai/kriptovalyuta-bitkoin-prognoz-na-2018/"
2018,"Биткоин прогноз на март 2018 <f0><U+009F><U+0093><U+0088> Новости биткоин анализ <U+26A0> Рост ...","www.youtube.com/watch?v=XzkOqJ4mngs","https://www.youtube.com/watch?v=XzkOqJ4mngs"
2018,"Биткоин: прогноз на 2018 год | прогноз роста и падения","2018god.net/prognoz-bitkoina-na-2018-god","http://2018god.net/prognoz-bitkoina-na-2018-god/"
2018,"Биткоин. Прогноз на 2018 - bitcointalk.org","bitcointalk.org/index.php?topic=2633283.0","https://bitcointalk.org/index.php?topic=2633283.0"
2018,"Цена биткоин в 2018 году. Прогнозы экспертов | Bit.news","bit.news/interesnoe/tsena-bitkoin-v-2018-godu...","https://bit.news/interesnoe/tsena-bitkoin-v-2018-godu-prognozy-ekspertov"
2018,"Что будет с Биткоин в 2018 году - Proinvest","proinvest.me","https://proinvest.me/bitcoin-chego-jdat-ot-kriptovalyuti-v-2018/"
2018,"Еще один прогноз: к концу 2018 года биткоин будет стоить $60 000","bits.media/news/eshche-odin-prognoz-k-kontsu...","https://bits.media/news/eshche-odin-prognoz-k-kontsu-2018-goda-bitkoin-budet-stoit-60-000/"
2018,"БИТКОИН - БУДЕТ и 60 000 и 5 000, прогноз курса на 2018 ...","www.youtube.com/watch?v=zobYqjV1luA","https://www.youtube.com/watch?v=zobYqjV1luA"
2018,"Биткоин краны топ. Все краны криптовалют 2018. Список лучших ...","www.faucetlist.ru","http://www.faucetlist.ru/"
2018,"Биткоин кошельки - mining-cryptocurrency.ru","mining-cryptocurrency.ru/bitcoin-koshelki","https://mining-cryptocurrency.ru/bitcoin-koshelki/"
2018,"Еще один прогноз: к концу 2018 года биткоин будет стоить $60 000","bits.media/news/eshche-odin-prognoz-k-kontsu...","https://bits.media/news/eshche-odin-prognoz-k-kontsu-2018-goda-bitkoin-budet-stoit-60-000/"
2018,"К концу 2018 Биткоин будет стоить 50 тыс, а BCH - 20 тыс ...","bitexpert.io","https://bitexpert.io/news/k-kontsu-2018-bitkoin-budet-stoit-50-tys-a-bch-20-tys-bitkoin-kesh-zhdet-rost-v-10-raz/"
2018,"Биткоин 2018: Подготовьтесь к веселым горкам | BitExpert: все ...","bitexpert.io","https://bitexpert.io/news/bitkoin-2018-podgotovtes-k-veselym-gorkam/"
2018,"Том Ли: к середине 2018 года биткоин вырастет до $11,5 тысяч ...","forklog.com/tom-li-k-seredine-2018-goda-bitkoin...","https://forklog.com/tom-li-k-seredine-2018-goda-bitkoin-vyrastet-do-11-5-tysyach/"
2018,"Биткоин в 2018 году: будет ли продолжаться прежний рост","mining-bitcoin.ru","https://mining-bitcoin.ru/news/bitcoin-v-2018"
2018,"Биткоин 2018 - tutdenegki.com","tutdenegki.com/bitkoin-2018","http://tutdenegki.com/bitkoin-2018"
2018,"Цена биткоин в 2018 году. Прогнозы экспертов | Bit.news","bit.news/interesnoe/tsena-bitkoin-v-2018-godu...","https://bit.news/interesnoe/tsena-bitkoin-v-2018-godu-prognozy-ekspertov"
2018,"Биткоин к доллару / прогноз на 2018 биткоина онлайн - YouTube","www.youtube.com/watch?v=7MWL33cyn6M","https://www.youtube.com/watch?v=7MWL33cyn6M"
2018,"Курс биткоин bitcoin к доллару сша usd 19 февраля 2018 года ...","www.youtube.com/watch?v=bF5p7FKQZGY","https://www.youtube.com/watch?v=bF5p7FKQZGY"
2018,"1 Биткоин (BTC) в Российских рублях (RUB)","pokur.su/btc/rub/1","https://pokur.su/btc/rub/1/"
2019,"К 2019 году волатильность биткоина сравняется с показателями ...","bits.media/news/k-2019-godu-volatilnost-bitkoina...","https://bits.media/news/k-2019-godu-volatilnost-bitkoina-sravnyaetsya-s-pokazatelyami-fiatnykh-valyut/"
2019,"Биткоин в 2019 году — прогнозы курса и мнения о запрете ВТС","god2019.net/bitcoin-v-2019-godu","http://god2019.net/bitcoin-v-2019-godu"
2019,"Количество пользователей Биткойн к 2019 году составит 5 миллионов","bits.media/news/kolichestvo-polzovateley-bitkoyn...","https://bits.media/news/kolichestvo-polzovateley-bitkoyn-k-2019-godu-sostavit-5-millionov/"
2019,"Вырастет ли Биткоин в 2018-2019 годах? | Эфириум","1ethereum.ru/vyrastet-li-bitkoin-v-2018-2019-godu","https://1ethereum.ru/vyrastet-li-bitkoin-v-2018-2019-godu/"
2019,"К 2019 биткоин может подорожать в разы, - эксперт","www.stockworld.com.ua/ru/fintech/crypto/k-2019...","https://www.stockworld.com.ua/ru/fintech/crypto/k-2019-bitkoin-mozhiet-podorozhat-v-razy-ekspiert"
2019,"К 2019 году волатильность Bitcoin сравняется с пока&#1079","bitcointalk.org/index.php?topic=1744870.0","https://bitcointalk.org/index.php?topic=1744870.0"
2019,"биткоин 2019 - YouTube","www.youtube.com/watch?v=_xAFO8BY5w0","https://www.youtube.com/watch?v=_xAFO8BY5w0"
2019,"До скольки вырастет биткоин в 2018","биткоин-клуб.рф/do-skolki-vyrastet...","https://xn----9sbb0aalcipi6bt.xn--p1ai/do-skolki-vyrastet-bitkoin-v-2018/"
2019,"Прогноз курса Биткоина на 2018-2019 год от Saxo Bank","hyipstat.top/blog.php?id_n=1691","http://hyipstat.top/blog.php?id_n=1691"
2019,"биткоин 2019 - YouTube","www.youtube.com/watch?v=TsfJpmb4Zx8","https://www.youtube.com/watch?v=TsfJpmb4Zx8"
